timestamp,rms_volume,zcr_pitch,motion_score,brightness,engagement_score
0.0,0.6051282051282052,0.01119194180190264,0.0,0.0,0.24428967041166263
0.5,0.6931623931623933,0.0,0.06287383502573375,0.038777908343125736,0.29759530593872924
1.0,0.5085470085470086,0.035254616675993285,0.050215607177632494,0.04700352526439482,0.2299135532424076
1.5,0.3974358974358974,0.07218802462227197,0.1585756016135763,0.13748531139835488,0.23262414650119959
2.0,0.6162393162393163,0.1505316172355904,1.0,0.9788484136310223,0.672371732669049
2.5,0.6452991452991454,0.13430330162283158,0.713312004451245,0.39482961222091656,0.5066086417786568
3.0,0.8435897435897437,0.04644655847789592,0.20364445680901377,0.42303172737955347,0.4720604459691901
3.5,0.7675213675213677,0.02574146614437605,0.3669495061900125,0.5381903642773208,0.49318481433088895
4.0,0.40341880341880343,0.12479015109121434,0.4775351231047434,0.5687426556991775,0.39558110734654844
4.5,0.36153846153846153,0.5249020705092333,0.32619279454722494,0.5616921269095182,0.4271727830085799
5.0,0.36239316239316244,0.5987688864017907,0.2481569063847545,0.5710928319623971,0.42856098990705344
5.5,0.6572649572649573,0.4314493564633464,0.2751425789400473,0.6345475910693301,0.5311338882005276
6.0,0.7256410256410257,0.5338556239507555,0.354847683961608,0.8166862514688601,0.6313343221326551
6.5,0.8136752136752138,0.6189143816452155,0.2634580609264154,0.944770857814336,0.690898745547279
7.0,0.7341880341880342,0.6166759932848349,0.24273195159271108,0.8249118683901292,0.6305391763287487
7.5,0.5777777777777777,0.5707890318970341,0.1816664348309918,0.7168037602820212,0.5249629565131205
8.0,0.564957264957265,0.5657526580861779,0.5130059813604118,0.49118683901292604,0.5399720016748091
8.5,0.6752136752136754,0.6149972020145495,0.0922242314647378,0.5017626321974149,0.5118822832208106
9.0,0.6205128205128205,0.6021264689423615,0.13659757963555433,0.49823736780258526,0.4955974114812285
9.5,0.39829059829059826,0.2736429770565193,0.4111837529559048,0.5804935370152762,0.4123802927217794
10.0,0.4675213675213676,0.1650811415780638,0.1690082069828905,0.5875440658049353,0.37133522988172496
10.5,0.4495726495726496,0.05204252937884723,0.3670886075949367,0.5769682726204466,0.379048941747906
11.0,0.7196581196581197,0.27084499160604364,0.32827931562108775,0.8166862514688601,0.5710253596024462
11.5,0.8136752136752138,0.15668718522663683,0.2884963138127695,0.6509988249118683,0.5447065502603404
12.0,0.5717948717948718,0.10408505875769447,0.22325775490332453,0.6063454759106933,0.4154556066322912
12.5,0.452991452991453,0.0654728595411304,0.2939212686048129,0.7332549941245594,0.3997264056506818
13.0,0.9111111111111112,0.30330162283156126,0.28376686604534707,0.6380728554641597,0.6094727133126581
13.5,0.6692307692307693,0.10520425293788473,0.1994714146612881,0.6886016451233842,0.4663477702368191
14.0,0.4871794871794872,0.09569110240626749,0.4277368201418834,0.5041128084606347,0.40037994107355207
14.5,0.4495726495726496,0.11975377728035813,0.2655445820002782,0.4841363102232668,0.3537159937298404
15.0,0.42222222222222217,0.12534974818130945,0.36569759354569487,0.5605170387779084,0.37920176498987146
15.5,0.39487179487179486,0.2361499720201455,0.3267492001669217,0.5898942420681551,0.3885074007997624
16.0,0.5461538461538463,0.259653049804141,0.22784810126582278,0.6462984723854288,0.4452214631526171
16.5,0.33333333333333337,0.4264129826524902,0.4064543051884824,0.7097532314923619,0.44185743720000037
17.0,0.39572649572649576,0.2730833799664242,0.15426345806092642,0.7708578143360751,0.39793152876328347
17.5,0.4239316239316239,0.12143256855064354,0.1299207121991932,0.8249118683901292,0.3848256794006428
18.0,0.4230769230769231,0.11247901510912145,0.12936430657949646,0.8930669800235018,0.39621282957319326
18.5,0.40341880341880343,0.08282036933407946,0.13117262484351092,0.925969447708578,0.3893600097447551
19.0,0.2649572649572649,0.16787912702853947,0.8215328974822647,0.23971797884841362,0.35180890665474956
19.5,0.3162393162393162,0.12534974818130945,0.38364167478091526,0.4371327849588719,0.31572056807994586
20.0,0.4452991452991453,0.10016787912702856,0.501460564751704,0.6980023501762632,0.4380458169306573
20.5,0.40940170940170945,0.09009513150531617,0.3794686326331896,1.0,0.45767343658838494
21.0,0.2948717948717949,0.0710688304420817,0.15273334260676033,0.9377203290246768,0.35025321836342177
