timestamp,rms_volume,zcr_pitch,motion_score,brightness,engagement_score
21.5,0.5658119658119659,0.7895914941242306,0.6041174015857561,0.4418331374853114,0.593433192963846
22.0,0.4264957264957265,1.0,0.5372096258172208,0.8284371327849589,0.6437276423187266
22.5,0.41623931623931626,0.44152210408505876,0.3089442203366254,0.7873090481786134,0.474050801015786
23.0,0.3393162393162393,0.1527700055959709,0.40742801502295173,0.6662749706227966,0.3810210939748395
23.5,0.2760683760683761,0.09848908785674315,0.2848796772847406,0.7132784958871915,0.32975680263308554
24.0,0.7735042735042735,0.10632344711807498,0.2907219362915565,0.699177438307873,0.5286462737452103
24.5,0.4051282051282052,0.09233351986569668,0.148838503268883,0.6792009400705052,0.34612587469229905
25.0,0.21111111111111105,0.14493564633463907,0.5882598414243984,0.32902467685076386,0.29688847736640467
25.5,0.3136752136752137,0.16340235030777842,0.5988315481986368,0.8284371327849589,0.4436042917283603
26.0,0.2974358974358975,0.08282036933407946,0.2467658923355126,0.7685076380728555,0.33859313892284854
26.5,0.3692307692307692,0.07610520425293789,0.3509528446237307,0.7297297297297297,0.3790498634135873
27.0,0.20085470085470086,0.10408505875769447,0.16706078731395188,0.7297297297297297,0.28051699550215553
27.5,0.7179487179487182,0.3883603805260213,0.3737654750312978,0.5605170387779084,0.5517080660465328
28.0,0.6589743589743591,0.3111359820928931,0.25302545555710115,0.5710928319623971,0.490640597512222
28.5,0.4111111111111111,0.06659205372132065,0.3616636528028933,0.7591069330199766,0.40191697235328255
29.0,0.3666666666666667,0.09345271404588698,0.325497287522604,0.9753231492361927,0.4255212968276034
29.5,0.2521367521367522,0.043648573027420264,0.19335095284462375,0.8425381903642774,0.3167622441019652
30.0,0.164957264957265,0.20649132624510355,0.18820420086242873,0.8049353701527614,0.30590908543496476
30.5,0.18803418803418803,0.3922775601566872,0.18820420086242873,0.8260869565217391,0.3565274187218463
31.0,0.258974358974359,0.09513150531617234,0.9264153567951037,0.04700352526439482,0.31729982106487786
31.5,0.505982905982906,0.3698936765528819,0.04771178188899708,0.029377203290246772,0.29178969473958755
32.0,0.4290598290598291,0.10576385002797987,0.04659897064960356,0.04465334900117508,0.21102716555968334
32.5,0.0846153846153846,0.11471740346950196,0.9080539713451107,0.8025851938895416,0.39891746758698476
33.0,0.19145299145299144,0.08561835478455512,0.10794269022117124,0.7626321974148061,0.2678198450653031
33.5,0.13589743589743594,0.13598209289311694,0.19891500904159132,0.8566392479435958,0.2926662443346352
34.0,0.1162393162393162,0.16620033575825408,0.08610376964807344,0.8907168037602821,0.2750999083290484
34.5,0.5905982905982906,0.4616675993284835,0.5636388927528169,0.4582843713278496,0.5329574889211462
35.0,0.535897435897436,0.4879686625629547,0.5002086521073863,0.6298472385428906,0.5379638850016207
35.5,0.3837606837606838,0.4571908226077224,0.38155515370705245,0.4383078730904818,0.4089150433853249
36.0,0.7256410256410257,0.8170117515388919,0.5105021560717763,0.8202115158636898,0.7198014949512819
36.5,0.6777777777777779,0.48628987129266926,0.35150925024342744,0.6321974148061104,0.5651104183795527
37.0,0.4264957264957265,0.6905428091773923,0.41104465155098063,0.47826086956521746,0.4865679566570087
37.5,0.3307692307692308,0.6407386681589256,0.3641674780915287,0.500587544065805,0.4334064303709442
38.0,0.5931623931623934,0.595970900951315,0.3046320767839755,0.41480611045828436,0.5003467749036723
38.5,0.4991452991452992,0.5456071628427532,0.24732229795520938,0.29494712103407755,0.4172334360245277
39.0,0.7444444444444446,0.7403469501958589,0.3535957713172903,0.5182138660399529,0.6202090952883983
39.5,0.5452991452991452,0.32232792389479575,0.6368062317429406,0.12690951821386603,0.43532839288997854
40.0,0.13589743589743594,0.4616675993284835,0.6650438169425512,0.5734430082256169,0.3943898592583047
40.5,0.5444444444444445,0.4331281477336318,0.48921964111837535,0.24794359576968272,0.4518360547021158
41.0,1.0,0.5803021824286514,0.3590207261093337,0.32079905992949476,0.652024393693496
41.5,0.764957264957265,0.5595970900951315,0.3647238837112255,0.42538190364277323,0.5759234814727321
42.0,0.5589743589743589,0.2870733072188025,0.3375991097510085,0.4336075205640423,0.4352457310965142
42.5,0.8008547008547009,0.3642977056519306,0.4042286827096954,0.6674500587544065,0.6075371697650869
43.0,0.9487179487179489,0.5797425853385563,0.3510919460286549,0.7332549941245594,0.7123050845855337
43.5,0.8085470085470088,0.5422495803021824,0.2534427597718737,0.6662749706227966,0.6158122655581741
44.0,0.8820512820512822,0.4678231673195299,0.39226596188621504,0.6745005875440657,0.6597384561704751
44.5,0.8982905982905983,0.5092333519865697,0.2932257615801919,0.6075205640423033,0.6413121748380524
45.0,0.7666666666666667,0.5847789591494124,0.39073584643204895,0.4582843713278496,0.5934265020485289
45.5,0.5444444444444445,0.41466144376049247,0.40214216163583255,0.4759106933019977,0.47632063751744236
46.0,0.36495726495726494,0.2534974818130946,0.025316455696202535,0.4676850763807286,0.2952827087609111
46.5,0.10170940170940172,0.32232792389479575,0.20364445680901377,0.5052878965922445,0.2469358161429715
47.0,0.0,0.38276440962506997,0.14299624426206706,0.5076380728554643,0.20667974534852027
47.5,0.10854700854700852,0.378847229994404,0.1261649742662401,0.5076380728554643,0.2459488588420251
48.0,0.4948717948717949,0.3475097929490767,0.5238558909444986,0.9048178613396005,0.5531854269953531
48.5,0.4923076923076924,0.2797985450475658,0.21463346779802475,0.9741480611045829,0.4906390917131117
49.0,0.4452991452991453,0.42137660884163397,0.21588538044234248,0.8660399529964747,0.4787800465757484
49.5,0.24188034188034188,0.3855623950755456,0.5815829739880374,0.45475910693302,0.38113303195145737
